run_id,timestamp,scenario,biosensor_type,noise_preset,topology,correlated_sampling,kd,sensitivity,threshold,response_time,kd_scl,kd_ctx,kd_p1np,w_scl,w_ctx,w_p1np,snr_db,n_detections,detection_rate,time_to_detection,false_negative_rate,sclerostin_mean,sclerostin_std,ctx_mean,p1np_mean,metadata_file,timeseries_file
1b690416-20a9-4949-abad-3885eead3cfd,2026-06-27T17:22:57.477994,healthy,array,realistic,3ch,1.0,4.103813315889878,0.822040586406098,2.2406964141536254,600.0,4.103813315889878,9.235997976333296,1.867761717220563,0.430061163276111,0.4259247329205428,0.1440141038033461,8.099406215398103,0,0.0,9000.0,1.0,0.2699208341602072,0.0002937561931522,0.1244110002215747,0.2654367142396749,metadata/1b690416-20a9-4949-abad-3885eead3cfd.json,timeseries/1b690416-20a9-4949-abad-3885eead3cfd.csv
7c5b707d-cf63-4825-9b9c-de33f7083c07,2026-06-27T17:22:57.514217,pmo_mild,array,realistic,3ch,1.0,5.446728827637364,1.0138456548006192,2.008667525190872,600.0,5.446728827637364,9.091352906715471,6.388966746022361,0.0267752367100275,0.3286577026148837,0.6445670606750888,7.693248752377083,0,0.0,9000.0,0.96,0.7167888558116899,0.0075144189085224,0.4608261240219618,0.5867273585351542,metadata/7c5b707d-cf63-4825-9b9c-de33f7083c07.json,timeseries/7c5b707d-cf63-4825-9b9c-de33f7083c07.csv
ded09050-9e3b-4ee4-af33-3a4431754ed4,2026-06-27T17:22:57.534284,pmo,array,realistic,3ch,1.0,0.1984000691041245,1.3015650701806007,2.045214429798268,600.0,0.1984000691041245,3.541495993541886,1.6982365460990674,0.0981109084327614,0.2426638175386118,0.6592252740286265,12.737730327116804,1,1.0,350.0,0.04,0.717477973251716,0.0035799402162353,0.4591508228508416,0.6271575971229647,metadata/ded09050-9e3b-4ee4-af33-3a4431754ed4.json,timeseries/ded09050-9e3b-4ee4-af33-3a4431754ed4.csv
be2c7498-4502-4bb0-a617-3f114d32fc06,2026-06-27T17:22:57.593330,pmo,array,realistic,3ch,1.0,0.6647013400979473,4.816432112129717,5.029907849842338,600.0,0.6647013400979473,0.2580651246293027,0.2080259214243752,0.0557634883238982,0.0127453682968295,0.9314911433792724,7.757055222482359,1,1.0,1720.0,0.0,0.9757024630366276,0.0016809516114514,0.8690006421066926,0.5214128118344029,metadata/be2c7498-4502-4bb0-a617-3f114d32fc06.json,timeseries/be2c7498-4502-4bb0-a617-3f114d32fc06.csv
a28a1b8b-3548-4691-add3-faed3ad76162,2026-06-27T17:22:57.623217,pmo,array,realistic,3ch,1.0,0.2964683061456996,1.0080073453863718,1.2109430002914334,600.0,0.2964683061456996,2.610177493726121,0.2015745536300547,0.0832765274567663,0.0063245940002142,0.9103988785430196,13.036992715621114,1,1.0,1860.0,1.0,0.5654268058700808,0.0064240124642914,0.5738341820097342,0.4351320009757384,metadata/a28a1b8b-3548-4691-add3-faed3ad76162.json,timeseries/a28a1b8b-3548-4691-add3-faed3ad76162.csv
f1f3c0d9-17c6-4880-a068-c1283c4df9bb,2026-06-27T17:22:57.648961,pmo_mild,array,realistic,3ch,1.0,5.640826228483889,1.174415755351777,2.507877383644905,600.0,5.640826228483889,0.3634118568206888,5.324967994265034,0.8622373108594363,0.0499619287468358,0.087800760393728,6.714315116755224,0,0.0,9000.0,0.98,0.7752481897723449,0.00883781420271,0.2804253632374354,0.5048838710727104,metadata/f1f3c0d9-17c6-4880-a068-c1283c4df9bb.json,timeseries/f1f3c0d9-17c6-4880-a068-c1283c4df9bb.csv
34724469-913f-4430-abae-28a622ee4f25,2026-06-27T17:22:57.666947,ckd_mbd,array,realistic,3ch,1.0,7.058195608621455,0.7887722113257722,1.4046605311391285,600.0,7.058195608621455,1.0028608124323408,2.261062172000031,0.097638857926789,0.0180173708721293,0.8843437712010817,11.75508420738491,0,0.0,9000.0,1.0,0.7751873788576461,0.0053422435456824,0.3197459007699093,0.6169887777136726,metadata/34724469-913f-4430-abae-28a622ee4f25.json,timeseries/34724469-913f-4430-abae-28a622ee4f25.csv
7c5fd21b-b645-45d9-a787-6492685c8ded,2026-06-27T17:22:57.687713,ckd_mbd,array,realistic,3ch,1.0,0.7652687471215047,2.107487473290487,2.742828519427247,600.0,0.7652687471215047,0.171700622066006,1.1828989478291054,0.5774151182445512,0.0737796908660928,0.3488051908893559,10.153337129476274,1,1.0,640.0,0.0,1.748909868879326,0.0087300467030475,0.5418545526737517,0.5908004334695187,metadata/7c5fd21b-b645-45d9-a787-6492685c8ded.json,timeseries/7c5fd21b-b645-45d9-a787-6492685c8ded.csv
58014c7b-9df2-41cb-b88c-20bf4218dd7a,2026-06-27T17:22:57.713011,pmo,array,realistic,3ch,1.0,0.3193993375248419,1.4871261958569784,2.197078161194339,600.0,0.3193993375248419,4.250193242233638,6.043131068969382,0.2893274162416239,0.1562986075332708,0.5543739762251053,13.719874260585026,1,1.0,180.0,0.0,1.2456957564188809,0.0039697523510189,0.4972457772906423,0.7826541611710406,metadata/58014c7b-9df2-41cb-b88c-20bf4218dd7a.json,timeseries/58014c7b-9df2-41cb-b88c-20bf4218dd7a.csv
e62e204e-76a5-4cd0-9f31-1c563d5da1e7,2026-06-27T17:22:57.731701,pmo,array,realistic,3ch,1.0,1.9177578599190288,1.1717878929383698,1.7688222369888862,600.0,1.9177578599190288,0.1277727081024736,1.733615230339426,0.1765127751793312,0.000277086692855,0.8232101381278137,13.114063919238392,1,1.0,2300.0,0.02,1.4193439280092133,0.0020206022083108,0.9542214101199804,0.5340099211406958,metadata/e62e204e-76a5-4cd0-9f31-1c563d5da1e7.json,timeseries/e62e204e-76a5-4cd0-9f31-1c563d5da1e7.csv
fd951967-2bd7-4429-a8c9-0afde8e2d3ce,2026-06-27T17:22:57.750303,pmo,array,realistic,3ch,1.0,7.634642242371722,2.6850904173963706,4.097057820081273,600.0,7.634642242371722,0.8839600741182351,0.5939816920638508,0.9018601362814156,0.035645991811372,0.0624938719072123,10.595318429572274,1,1.0,1080.0,0.0,0.6602931462509576,0.0028040095516842,0.5512459171550286,0.33633854358778,metadata/fd951967-2bd7-4429-a8c9-0afde8e2d3ce.json,timeseries/fd951967-2bd7-4429-a8c9-0afde8e2d3ce.csv
