run_id,timestamp,scenario,biosensor_type,noise_preset,snr_db,n_detections,time_to_detection,false_negative_rate,sclerostin_mean,sclerostin_std,metadata_file,timeseries_file
f2b2fc6f-6138-41fb-9762-4c823c17f467,2026-05-17T01:58:21.091240,pmo,threshold,high,12.541362346174541,361,2258.33258499016,0.08043519212679637,1.2492725643434095,0.15574634324212988,metadata/f2b2fc6f-6138-41fb-9762-4c823c17f467.json,timeseries/f2b2fc6f-6138-41fb-9762-4c823c17f467.csv
37d3b173-3580-4d6f-88be-dc493c420dc4,2026-05-17T01:58:21.100150,pmo,ratiometric,high,3.7626432062008157,361,391.3187651133525,0.11675754115002315,1.0238953015793995,0.1533060576204008,metadata/37d3b173-3580-4d6f-88be-dc493c420dc4.json,timeseries/37d3b173-3580-4d6f-88be-dc493c420dc4.csv
77c5e85d-cd2a-417d-aadb-a29a45877d44,2026-05-17T01:58:21.108863,healthy,threshold,medium,23.77542488559222,361,2826.522153525671,0.013954326151065859,0.5654184206966305,0.030914271152454906,metadata/77c5e85d-cd2a-417d-aadb-a29a45877d44.json,timeseries/77c5e85d-cd2a-417d-aadb-a29a45877d44.csv
324a87ec-669a-4c60-8578-459d36b8fc1b,2026-05-17T01:58:21.117200,pmo,amplifying,medium,23.84411542562015,360,333.5717618074061,0.0,0.996291480817129,0.15719721424411295,metadata/324a87ec-669a-4c60-8578-459d36b8fc1b.json,timeseries/324a87ec-669a-4c60-8578-459d36b8fc1b.csv
aa6fdcca-1b82-4932-9685-d70e7c6cd925,2026-05-17T01:58:21.124387,pmo,threshold,medium,21.981714196850287,361,579.4770043669074,0.05897053964925408,0.9377184871086439,0.12412031540829602,metadata/aa6fdcca-1b82-4932-9685-d70e7c6cd925.json,timeseries/aa6fdcca-1b82-4932-9685-d70e7c6cd925.csv
2951ec5f-ff5d-4738-8af5-da23fc076319,2026-05-17T01:58:21.131938,ckd_mbd,threshold,medium,20.10201588172297,361,886.0334045828444,0.025665028801737978,1.1298068518023134,0.20272028566948755,metadata/2951ec5f-ff5d-4738-8af5-da23fc076319.json,timeseries/2951ec5f-ff5d-4738-8af5-da23fc076319.csv
f8788697-7ced-4dbe-8050-7e58f1009757,2026-05-17T01:58:21.138831,ckd_mbd,ratiometric,medium,23.758523527334823,361,2520.0159177402975,0.04370102828307839,1.6249625371317904,0.16123378020883813,metadata/f8788697-7ced-4dbe-8050-7e58f1009757.json,timeseries/f8788697-7ced-4dbe-8050-7e58f1009757.csv
70414449-adb9-49d9-9260-6f9209342ed5,2026-05-17T01:58:21.146903,ckd_mbd,direct_binding,high,13.214417197338847,361,3053.2685557354603,0.05131215847310752,1.2817387049428897,0.27963144767199843,metadata/70414449-adb9-49d9-9260-6f9209342ed5.json,timeseries/70414449-adb9-49d9-9260-6f9209342ed5.csv
0a401daa-5dda-42e2-8b8b-c557949acebe,2026-05-17T01:58:21.153871,healthy,threshold,medium,16.307721780456564,361,3502.6646021875276,0.003757799005450282,0.6508935679474744,0.04273044423954044,metadata/0a401daa-5dda-42e2-8b8b-c557949acebe.json,timeseries/0a401daa-5dda-42e2-8b8b-c557949acebe.csv
7ff7c2bb-6c08-46aa-ac7d-d31fe5e61e80,2026-05-17T01:58:21.160628,healthy,ratiometric,high,14.726236854655692,361,770.1491127876537,0.01348473123256398,0.5416332327470504,0.032643808098926495,metadata/7ff7c2bb-6c08-46aa-ac7d-d31fe5e61e80.json,timeseries/7ff7c2bb-6c08-46aa-ac7d-d31fe5e61e80.csv
fab61700-9d39-442d-ada3-43aca190e22e,2026-05-17T01:58:21.166916,pmo,direct_binding,medium,16.993490490153594,361,76.53413935764975,0.04579254466599438,0.9532954995893889,0.1515595424686472,metadata/fab61700-9d39-442d-ada3-43aca190e22e.json,timeseries/fab61700-9d39-442d-ada3-43aca190e22e.csv
c6885eb5-6916-40b0-8e91-257f2fd15c5c,2026-05-17T01:58:21.173837,healthy,ratiometric,medium,21.671181445764848,361,1817.5644083462353,0.005126254265218917,0.5427659753601402,0.03587974439025488,metadata/c6885eb5-6916-40b0-8e91-257f2fd15c5c.json,timeseries/c6885eb5-6916-40b0-8e91-257f2fd15c5c.csv
56c250b2-1f53-4edf-9423-6c8d6e593c82,2026-05-17T01:58:21.180228,ckd_mbd,direct_binding,medium,18.41466406532751,361,2744.199516674142,0.08092839578439366,1.5777538302532264,0.263271998970337,metadata/56c250b2-1f53-4edf-9423-6c8d6e593c82.json,timeseries/56c250b2-1f53-4edf-9423-6c8d6e593c82.csv
b0e22bb7-ac9d-4179-884e-6bfbcaf9ac4b,2026-05-17T01:58:21.187064,ckd_mbd,threshold,medium,21.914082915403796,361,155.65808296847135,0.06348519039986045,1.4357087582081434,0.1448982218403813,metadata/b0e22bb7-ac9d-4179-884e-6bfbcaf9ac4b.json,timeseries/b0e22bb7-ac9d-4179-884e-6bfbcaf9ac4b.csv
189adf4a-080c-4d9a-a84d-6721b4d6b160,2026-05-17T01:58:21.194407,healthy,ratiometric,medium,23.480722535005878,361,1062.852750920877,0.009270031323343704,0.6531363614871302,0.03435740237224943,metadata/189adf4a-080c-4d9a-a84d-6721b4d6b160.json,timeseries/189adf4a-080c-4d9a-a84d-6721b4d6b160.csv
4b8aca0e-c215-4589-aaec-142e00608341,2026-05-17T01:58:21.200855,pmo,direct_binding,high,17.35181202267474,361,3155.2467828263675,0.03930527368108988,1.117883011560331,0.1704165594128672,metadata/4b8aca0e-c215-4589-aaec-142e00608341.json,timeseries/4b8aca0e-c215-4589-aaec-142e00608341.csv
41d8e90c-4659-4d23-a05b-60dc469a9d51,2026-05-17T01:58:21.208101,pmo,ratiometric,high,16.56897800884183,361,3916.5317833190534,0.04681180462872866,1.6675880185103027,0.21156170657250875,metadata/41d8e90c-4659-4d23-a05b-60dc469a9d51.json,timeseries/41d8e90c-4659-4d23-a05b-60dc469a9d51.csv
3896f66b-fb9e-4352-b1e0-264840a6c4a0,2026-05-17T01:58:21.216376,ckd_mbd,direct_binding,high,17.65960043611611,361,1901.4953655427787,0.04735197560830106,1.9228018511015823,0.2745714209648764,metadata/3896f66b-fb9e-4352-b1e0-264840a6c4a0.json,timeseries/3896f66b-fb9e-4352-b1e0-264840a6c4a0.csv
